Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
Banjara Hills,Independent House,5,3296,223.2,0.07,1993,Unfurnished,20,23,32,7,2,High,No,No,"Garden, Pool, Gym, Playground",North,Owner,Under_Construction
Somajiguda,Independent House,5,1595,244.74,0.15,2000,Unfurnished,14,23,25,10,9,High,Yes,No,"Clubhouse, Garden, Playground",North,Owner,Under_Construction
Financial District,Apartment,4,3081,280.13,0.09,2011,Semi-furnished,17,17,14,8,4,High,No,No,"Playground, Clubhouse, Gym",East,Owner,Under_Construction
Somajiguda,Villa,4,2134,252.29,0.12,2010,Unfurnished,29,9,15,5,6,High,No,Yes,"Clubhouse, Gym, Pool, Garden, Playground",West,Builder,Under_Construction
Hitech City,Apartment,2,1800,398.38,0.22,2002,Semi-furnished,24,8,23,7,7,Low,No,Yes,"Garden, Pool, Clubhouse",South,Owner,Ready_to_Move
Kokapet,Villa,2,4623,460.45,0.1,2004,Unfurnished,16,21,21,7,5,High,Yes,No,Gym,South,Builder,Under_Construction
Begumpet,Villa,2,2412,277.56,0.12,1990,Semi-furnished,30,28,35,9,7,Medium,No,No,"Pool, Garden, Playground",West,Owner,Ready_to_Move
Banjara Hills,Apartment,3,4020,218.95,0.05,1993,Furnished,21,23,32,4,5,High,Yes,No,Garden,North,Broker,Under_Construction
Begumpet,Villa,2,1525,25.44,0.02,2012,Unfurnished,30,20,13,3,6,Medium,Yes,No,"Gym, Pool, Garden, Playground",West,Owner,Under_Construction
Begumpet,Independent House,1,2171,76.15,0.04,2019,Furnished,11,23,6,4,2,High,Yes,Yes,"Playground, Garden, Clubhouse, Pool, Gym",West,Owner,Under_Construction
Nanakramguda,Villa,3,1805,227.74,0.13,2016,Furnished,7,19,9,3,3,Low,No,Yes,"Garden, Playground, Gym, Clubhouse",South,Owner,Ready_to_Move
Begumpet,Apartment,4,3921,279.59,0.07,2017,Unfurnished,4,23,8,8,7,Medium,Yes,No,"Garden, Gym",West,Builder,Ready_to_Move
Somajiguda,Villa,4,4779,42.56,0.01,1998,Furnished,25,30,27,7,10,Medium,Yes,No,"Clubhouse, Pool, Playground",North,Builder,Ready_to_Move
Narsingi,Apartment,1,4208,360.85,0.09,2007,Semi-furnished,14,9,18,2,8,Medium,No,Yes,"Playground, Gym, Clubhouse",North,Broker,Ready_to_Move
Khanapur,Apartment,3,1974,129.83,0.07,2004,Unfurnished,12,21,21,8,6,Medium,Yes,No,"Garden, Playground, Clubhouse",East,Owner,Ready_to_Move
Begumpet,Apartment,2,1791,87.04,0.05,2011,Unfurnished,13,30,14,4,9,Low,No,Yes,"Garden, Playground, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
Gachibowli,Villa,4,4771,339.09,0.07,1999,Furnished,11,22,26,7,3,Low,No,No,Playground,South,Builder,Under_Construction
Madhapur,Independent House,4,4688,76.19,0.02,2021,Semi-furnished,21,10,4,4,3,Low,Yes,No,"Garden, Clubhouse, Pool, Playground",West,Broker,Ready_to_Move
Begumpet,Villa,1,4269,177.83,0.04,2004,Unfurnished,22,17,21,2,3,Low,Yes,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Builder,Ready_to_Move
Madhapur,Villa,2,4331,435.51,0.1,2019,Unfurnished,3,1,6,2,5,Low,Yes,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Ready_to_Move
Financial District,Independent House,2,3372,481.4,0.14,2013,Semi-furnished,13,30,12,10,3,Medium,No,No,"Pool, Gym, Playground, Clubhouse, Garden",South,Builder,Ready_to_Move
Somajiguda,Independent House,5,1740,57.33,0.03,1999,Semi-furnished,1,12,26,8,5,High,Yes,Yes,"Clubhouse, Garden, Pool",North,Broker,Under_Construction
Narsingi,Villa,2,3676,163.89,0.04,2020,Furnished,29,25,5,10,4,High,No,No,"Gym, Clubhouse",West,Broker,Under_Construction
Gachibowli,Villa,3,3437,260.22,0.08,2000,Furnished,0,18,25,1,7,Medium,No,No,Garden,West,Owner,Ready_to_Move
Kokapet,Independent House,2,962,209.58,0.22,1990,Semi-furnished,30,27,35,5,9,Low,No,No,"Pool, Clubhouse, Playground, Garden",North,Broker,Under_Construction
Madhapur,Villa,3,2191,441.24,0.2,2012,Semi-furnished,28,3,13,6,2,High,No,No,"Garden, Pool",South,Broker,Under_Construction
Jubilee Hills,Independent House,2,1669,75.07,0.04,2000,Furnished,15,11,25,7,6,Low,Yes,No,"Gym, Pool, Playground, Garden",East,Broker,Ready_to_Move
Financial District,Villa,4,2739,474.42,0.17,2008,Unfurnished,1,22,17,4,9,High,Yes,No,"Pool, Gym",East,Broker,Ready_to_Move
Jubilee Hills,Apartment,1,3961,119.85,0.03,1993,Furnished,16,20,32,8,5,Low,Yes,Yes,"Playground, Gym",West,Broker,Under_Construction
Banjara Hills,Independent House,4,2200,350.82,0.16,1992,Unfurnished,8,21,33,8,2,Low,Yes,No,Garden,South,Broker,Under_Construction
Nanakramguda,Independent House,5,3830,140.99,0.04,2010,Semi-furnished,26,30,15,10,9,Medium,No,No,"Clubhouse, Pool, Playground, Garden",East,Broker,Ready_to_Move
Begumpet,Villa,3,1203,465.95,0.39,1990,Semi-furnished,23,24,35,7,6,Medium,No,Yes,"Pool, Garden",North,Builder,Under_Construction
Madhapur,Apartment,1,3460,360.15,0.1,2020,Semi-furnished,23,26,5,9,4,Medium,Yes,Yes,"Playground, Clubhouse, Gym",West,Broker,Ready_to_Move
Somajiguda,Independent House,2,2544,222.77,0.09,2017,Furnished,28,25,8,7,7,Low,Yes,No,"Playground, Gym, Clubhouse, Pool, Garden",North,Owner,Ready_to_Move
Kavuri Hills,Villa,2,508,201.65,0.4,2023,Unfurnished,24,27,2,3,7,High,No,No,Pool,East,Builder,Under_Construction
Raidurg,Independent House,3,3479,232.09,0.07,1993,Semi-furnished,21,14,32,1,4,Low,No,Yes,"Gym, Pool, Clubhouse",North,Owner,Under_Construction
Khanapur,Independent House,5,4866,279.35,0.06,1999,Unfurnished,23,13,26,3,3,Low,No,Yes,"Playground, Clubhouse, Garden, Gym, Pool",North,Owner,Under_Construction
Jubilee Hills,Independent House,3,2533,273.31,0.11,2006,Semi-furnished,3,16,19,5,10,Low,No,No,"Gym, Playground",North,Owner,Under_Construction
Financial District,Independent House,1,3185,244.96,0.08,1999,Unfurnished,5,24,26,8,5,Low,No,No,"Garden, Playground, Pool, Gym, Clubhouse",East,Broker,Under_Construction
Hitech City,Apartment,2,4427,59.34,0.01,2018,Furnished,25,27,7,6,5,Medium,No,Yes,"Clubhouse, Playground, Garden",North,Broker,Under_Construction
Nanakramguda,Independent House,5,1042,436.89,0.42,2004,Unfurnished,17,28,21,9,4,High,Yes,No,"Playground, Clubhouse, Gym, Pool",North,Builder,Under_Construction
Khanapur,Apartment,5,4244,395.2,0.09,2005,Unfurnished,29,20,20,4,9,Low,No,No,"Gym, Playground",North,Broker,Under_Construction
Kokapet,Independent House,4,705,26.37,0.04,2014,Furnished,27,1,11,4,4,High,Yes,No,"Clubhouse, Playground, Gym",East,Owner,Under_Construction
Kavuri Hills,Villa,3,641,167.74,0.26,2014,Furnished,26,30,11,9,9,Medium,No,No,Garden,North,Owner,Ready_to_Move
Kokapet,Apartment,4,3448,383.05,0.11,2020,Semi-furnished,0,11,5,10,5,Medium,No,Yes,Clubhouse,East,Owner,Ready_to_Move
Jubilee Hills,Villa,2,4661,188.45,0.04,2017,Furnished,28,28,8,8,7,High,Yes,Yes,"Gym, Garden, Playground, Pool",South,Broker,Ready_to_Move
Khanapur,Apartment,4,1163,262.33,0.23,1997,Semi-furnished,9,5,28,6,1,Low,Yes,No,"Garden, Clubhouse, Gym",North,Broker,Under_Construction
Raidurg,Apartment,4,1200,496.21,0.41,2010,Unfurnished,30,25,15,4,6,Medium,Yes,Yes,"Gym, Clubhouse, Garden, Playground",West,Broker,Ready_to_Move
Jubilee Hills,Independent House,3,4161,243.47,0.06,2001,Semi-furnished,30,13,24,6,6,Medium,Yes,No,"Playground, Gym",North,Owner,Under_Construction
Financial District,Apartment,3,2754,59.16,0.02,2002,Semi-furnished,21,20,23,9,4,Low,No,Yes,"Garden, Pool, Clubhouse, Playground, Gym",South,Builder,Ready_to_Move
Jubilee Hills,Independent House,2,1917,319.74,0.17,1996,Unfurnished,2,3,29,8,1,High,No,No,"Pool, Gym, Clubhouse",North,Builder,Ready_to_Move
Jubilee Hills,Independent House,5,1805,358.25,0.2,2005,Furnished,30,27,20,10,2,Medium,Yes,No,"Clubhouse, Playground, Garden, Pool",East,Broker,Under_Construction
Jubilee Hills,Villa,5,636,251.46,0.4,2012,Unfurnished,21,22,13,4,8,High,No,No,"Clubhouse, Pool",South,Owner,Ready_to_Move
Nanakramguda,Independent House,3,4487,130.07,0.03,2007,Unfurnished,26,22,18,6,1,Medium,Yes,No,Gym,East,Owner,Ready_to_Move
Khanapur,Apartment,3,3586,151.39,0.04,2004,Furnished,7,9,21,8,7,Medium,Yes,Yes,"Clubhouse, Pool, Playground",South,Builder,Ready_to_Move
Jubilee Hills,Apartment,2,1553,77.54,0.05,2005,Furnished,13,25,20,5,6,Low,No,No,Clubhouse,North,Owner,Under_Construction
Kokapet,Villa,1,3403,206.48,0.06,2017,Furnished,5,27,8,3,9,Medium,Yes,No,"Playground, Pool, Clubhouse, Garden",West,Owner,Under_Construction
Jubilee Hills,Villa,4,4505,105.87,0.02,1991,Semi-furnished,4,16,34,5,9,Medium,No,Yes,"Gym, Clubhouse, Playground, Pool",South,Broker,Under_Construction
Gachibowli,Independent House,4,4753,325.69,0.07,2003,Unfurnished,15,15,22,6,8,High,Yes,Yes,Pool,West,Builder,Under_Construction
Kavuri Hills,Villa,1,2398,296.43,0.12,1998,Semi-furnished,8,27,27,3,6,Low,Yes,No,Playground,West,Owner,Ready_to_Move
Narsingi,Apartment,1,525,27.09,0.05,2009,Furnished,30,14,16,1,6,Medium,No,No,"Playground, Pool, Clubhouse",West,Broker,Under_Construction
Somajiguda,Villa,3,4481,66.08,0.01,2012,Semi-furnished,1,2,13,6,8,Low,Yes,No,"Pool, Gym, Clubhouse",West,Owner,Ready_to_Move
Financial District,Independent House,4,4836,303.87,0.06,1995,Furnished,17,10,30,8,2,Low,No,Yes,Pool,South,Builder,Under_Construction
Kokapet,Apartment,5,1951,251.85,0.13,2003,Semi-furnished,4,18,22,3,3,Low,No,No,"Gym, Garden, Pool, Clubhouse",West,Builder,Ready_to_Move
Nanakramguda,Apartment,2,1512,378.93,0.25,2020,Unfurnished,4,8,5,9,9,Low,No,No,"Gym, Clubhouse",South,Builder,Under_Construction
Banjara Hills,Apartment,3,541,368.31,0.68,2003,Unfurnished,20,25,22,2,10,High,Yes,No,"Playground, Gym, Pool, Clubhouse",West,Broker,Under_Construction
Film Nagar,Apartment,4,4281,56.7,0.01,2016,Unfurnished,12,28,9,10,7,High,Yes,Yes,"Clubhouse, Playground",North,Owner,Ready_to_Move
Film Nagar,Independent House,4,1317,394.03,0.3,1990,Unfurnished,25,25,35,4,10,Medium,Yes,No,"Pool, Gym, Clubhouse",East,Broker,Ready_to_Move
Banjara Hills,Independent House,2,2179,30.34,0.01,1997,Furnished,28,18,28,3,7,Medium,No,Yes,Playground,West,Builder,Under_Construction
Financial District,Villa,4,3873,134.69,0.03,1996,Furnished,21,7,29,9,8,High,No,No,"Pool, Gym",East,Owner,Ready_to_Move
Hitech City,Independent House,2,3977,414.74,0.1,2019,Unfurnished,5,1,6,10,6,Low,Yes,No,"Gym, Playground, Clubhouse, Pool",South,Owner,Ready_to_Move
Financial District,Independent House,5,2352,84.21,0.04,1996,Unfurnished,29,16,29,9,2,High,Yes,Yes,"Clubhouse, Playground, Gym, Garden, Pool",North,Broker,Under_Construction
Hitech City,Independent House,3,1987,110.21,0.06,1991,Unfurnished,15,4,34,9,9,High,Yes,Yes,"Pool, Garden, Gym, Playground",South,Broker,Ready_to_Move
Nanakramguda,Apartment,5,1824,339.66,0.19,1996,Semi-furnished,1,30,29,5,9,High,Yes,Yes,"Pool, Gym",North,Owner,Ready_to_Move
Begumpet,Villa,2,2409,81.33,0.03,2023,Unfurnished,24,18,2,9,2,High,No,No,"Playground, Gym, Clubhouse",North,Broker,Ready_to_Move
Narsingi,Villa,1,2557,156.55,0.06,2012,Unfurnished,22,21,13,10,10,Low,No,No,Garden,East,Owner,Ready_to_Move
Jubilee Hills,Villa,4,3018,256.98,0.09,2018,Semi-furnished,15,14,7,10,3,Medium,No,No,"Pool, Playground, Clubhouse, Garden",West,Builder,Under_Construction
Begumpet,Villa,5,833,333.63,0.4,2000,Unfurnished,5,4,25,3,6,High,Yes,No,"Clubhouse, Pool, Garden, Playground, Gym",East,Broker,Ready_to_Move
Nanakramguda,Independent House,4,1232,350.42,0.28,2011,Unfurnished,23,15,14,1,6,High,Yes,No,"Pool, Garden, Playground",South,Broker,Ready_to_Move
Financial District,Villa,1,3390,219.56,0.06,1990,Unfurnished,27,5,35,4,1,Low,Yes,No,"Pool, Clubhouse, Garden, Playground",South,Owner,Under_Construction
Hitech City,Apartment,2,2193,155.03,0.07,2004,Semi-furnished,12,15,21,9,1,Low,No,Yes,Clubhouse,West,Builder,Ready_to_Move
Kokapet,Apartment,2,2844,143.73,0.05,2011,Unfurnished,26,29,14,7,5,High,Yes,Yes,"Pool, Gym, Playground",East,Builder,Under_Construction
Begumpet,Apartment,1,4832,335.98,0.07,2003,Unfurnished,29,16,22,7,7,Low,No,No,"Garden, Pool, Clubhouse",South,Broker,Ready_to_Move
Hitech City,Villa,5,3968,164.8,0.04,2006,Semi-furnished,17,2,19,2,2,Low,Yes,No,"Garden, Playground",East,Owner,Under_Construction
Gachibowli,Apartment,1,944,364.78,0.39,2016,Unfurnished,14,15,9,9,1,High,No,No,"Playground, Garden, Clubhouse, Pool",West,Builder,Under_Construction
Banjara Hills,Apartment,1,2371,386.83,0.16,2003,Furnished,9,24,22,9,6,Low,No,No,"Playground, Garden",East,Owner,Under_Construction
Kokapet,Villa,4,4169,331.08,0.08,2002,Semi-furnished,2,14,23,1,9,Medium,No,Yes,"Gym, Pool, Garden, Clubhouse",South,Owner,Under_Construction
Raidurg,Villa,3,847,118.6,0.14,2006,Furnished,8,14,19,2,5,High,No,No,"Garden, Clubhouse, Gym, Pool, Playground",South,Owner,Under_Construction
Jubilee Hills,Villa,5,2812,480.14,0.17,1991,Furnished,12,5,34,6,5,Low,No,Yes,"Gym, Playground, Garden, Clubhouse",South,Broker,Ready_to_Move
Raidurg,Villa,4,3317,478.8,0.14,2015,Semi-furnished,1,6,10,3,5,Medium,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",West,Builder,Ready_to_Move
Narsingi,Independent House,1,896,202.52,0.23,1993,Unfurnished,13,29,32,1,8,Medium,No,No,"Garden, Gym, Clubhouse, Playground",West,Builder,Ready_to_Move
Banjara Hills,Independent House,1,1706,492.69,0.29,1993,Semi-furnished,6,25,32,8,9,Medium,Yes,Yes,"Clubhouse, Pool, Garden",South,Broker,Under_Construction
Raidurg,Villa,1,1519,123.76,0.08,1995,Furnished,30,19,30,4,5,Medium,No,No,"Garden, Clubhouse",East,Broker,Ready_to_Move
Banjara Hills,Apartment,2,1400,403.0,0.29,1997,Unfurnished,20,24,28,1,3,High,No,No,"Playground, Gym, Clubhouse",North,Owner,Under_Construction
Khanapur,Apartment,4,4867,284.38,0.06,1991,Unfurnished,20,8,34,7,4,Medium,Yes,Yes,"Playground, Gym, Garden, Pool, Clubhouse",East,Broker,Under_Construction
Kokapet,Apartment,2,800,142.79,0.18,2016,Furnished,21,20,9,2,7,High,No,Yes,"Garden, Gym",East,Builder,Under_Construction
Kokapet,Apartment,2,862,450.63,0.52,1991,Furnished,11,8,34,6,7,Medium,No,No,Playground,North,Owner,Ready_to_Move
Kokapet,Independent House,2,2250,335.38,0.15,2005,Semi-furnished,29,3,20,7,5,Medium,No,Yes,"Pool, Playground, Gym",North,Builder,Ready_to_Move
Khanapur,Apartment,3,4252,58.26,0.01,2005,Semi-furnished,20,13,20,8,2,Low,No,Yes,"Pool, Clubhouse, Gym",North,Broker,Ready_to_Move
Gachibowli,Independent House,1,1787,277.71,0.16,2020,Semi-furnished,16,18,5,7,3,Medium,No,Yes,"Garden, Gym, Playground, Pool",West,Builder,Under_Construction
Narsingi,Villa,1,3956,400.45,0.1,2001,Unfurnished,28,9,24,8,10,Low,Yes,Yes,Gym,North,Owner,Under_Construction
Somajiguda,Independent House,4,2765,413.88,0.15,2015,Semi-furnished,19,1,10,10,6,Medium,Yes,Yes,"Clubhouse, Playground, Pool, Garden, Gym",West,Owner,Ready_to_Move
Kokapet,Apartment,1,4286,493.97,0.12,2020,Furnished,5,22,5,8,7,Medium,Yes,Yes,Pool,North,Owner,Under_Construction
Kokapet,Villa,5,1318,442.78,0.34,2018,Furnished,27,1,7,9,4,Medium,No,No,"Pool, Gym, Playground, Garden",North,Owner,Under_Construction
Raidurg,Apartment,2,3600,481.04,0.13,1995,Furnished,22,15,30,6,4,Low,No,Yes,"Pool, Playground, Gym, Clubhouse",North,Builder,Ready_to_Move
Somajiguda,Villa,5,4465,467.95,0.1,2022,Semi-furnished,9,27,3,3,2,Low,No,Yes,Pool,North,Broker,Ready_to_Move
Gachibowli,Villa,4,3767,197.86,0.05,1996,Furnished,15,29,29,7,6,Medium,No,Yes,"Playground, Gym, Garden, Clubhouse",East,Broker,Under_Construction
Nanakramguda,Villa,2,2307,219.19,0.1,1993,Furnished,11,3,32,7,7,Medium,No,No,"Gym, Playground",West,Builder,Under_Construction
Raidurg,Apartment,5,3119,216.51,0.07,2004,Semi-furnished,21,12,21,9,5,Medium,No,No,"Garden, Gym, Pool, Clubhouse",South,Broker,Under_Construction
Madhapur,Independent House,3,3046,408.86,0.13,2018,Unfurnished,11,14,7,10,10,High,Yes,No,"Pool, Gym, Playground",North,Broker,Under_Construction
Khanapur,Independent House,1,2688,414.51,0.15,2007,Unfurnished,5,28,18,8,9,Medium,Yes,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
Financial District,Apartment,1,1938,321.52,0.17,2009,Semi-furnished,10,30,16,7,7,Medium,Yes,Yes,"Pool, Garden, Playground",West,Builder,Under_Construction
Narsingi,Villa,3,1775,461.1,0.26,2012,Furnished,8,13,13,8,10,Low,No,No,"Playground, Garden",North,Builder,Ready_to_Move
Film Nagar,Apartment,1,3797,491.73,0.13,2008,Semi-furnished,4,20,17,6,1,Medium,No,No,Clubhouse,South,Builder,Ready_to_Move
Gachibowli,Apartment,2,4522,259.16,0.06,2001,Semi-furnished,8,29,24,9,7,High,Yes,No,Garden,South,Owner,Ready_to_Move
Hitech City,Villa,1,4440,338.7,0.08,2013,Semi-furnished,20,13,12,6,7,Medium,No,Yes,"Playground, Garden, Pool, Gym, Clubhouse",South,Broker,Ready_to_Move
Begumpet,Independent House,1,2554,28.65,0.01,1990,Semi-furnished,10,17,35,10,4,Medium,Yes,No,"Clubhouse, Pool",West,Broker,Ready_to_Move
Somajiguda,Villa,4,4768,119.63,0.03,1991,Unfurnished,3,14,34,3,3,Medium,Yes,Yes,"Garden, Playground, Pool",West,Broker,Ready_to_Move
Raidurg,Apartment,1,2076,290.88,0.14,1998,Unfurnished,18,16,27,5,1,Low,No,Yes,Garden,West,Owner,Ready_to_Move
Begumpet,Apartment,2,4062,368.67,0.09,2019,Semi-furnished,20,14,6,8,6,High,Yes,No,"Pool, Clubhouse, Playground, Gym",North,Builder,Ready_to_Move
Film Nagar,Villa,3,4452,186.5,0.04,1999,Furnished,4,16,26,2,5,Medium,No,Yes,"Playground, Garden",West,Builder,Under_Construction
Jubilee Hills,Apartment,2,3748,115.8,0.03,2007,Furnished,30,7,18,10,3,High,Yes,Yes,"Playground, Pool, Garden",East,Broker,Under_Construction
Nanakramguda,Apartment,1,4728,446.48,0.09,1997,Semi-furnished,28,30,28,7,1,Low,Yes,Yes,Garden,West,Broker,Ready_to_Move
Jubilee Hills,Villa,3,1700,239.91,0.14,1993,Furnished,6,26,32,9,10,Low,No,Yes,"Garden, Playground, Gym, Pool",East,Owner,Ready_to_Move
Somajiguda,Villa,1,2981,289.34,0.1,2019,Semi-furnished,20,19,6,2,3,Low,Yes,Yes,"Pool, Clubhouse, Garden, Gym",North,Builder,Ready_to_Move
Financial District,Independent House,2,3563,297.06,0.08,2012,Unfurnished,27,15,13,4,10,Medium,Yes,No,"Garden, Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
Khanapur,Apartment,4,4508,294.6,0.07,2012,Furnished,13,21,13,5,9,High,No,No,"Playground, Garden, Pool",East,Broker,Under_Construction
Film Nagar,Apartment,2,1625,156.78,0.1,1997,Furnished,7,1,28,1,1,High,No,No,Garden,South,Broker,Ready_to_Move
Somajiguda,Villa,3,1975,80.35,0.04,2007,Unfurnished,19,7,18,2,6,Low,Yes,No,"Playground, Clubhouse",East,Owner,Under_Construction
Somajiguda,Independent House,1,2491,120.35,0.05,2002,Furnished,13,15,23,3,1,High,No,Yes,"Clubhouse, Playground, Garden, Pool",North,Owner,Under_Construction
Khanapur,Independent House,5,3439,284.96,0.08,2012,Unfurnished,0,11,13,9,5,High,No,No,"Playground, Pool, Garden",East,Builder,Under_Construction
Somajiguda,Villa,3,2869,57.66,0.02,1993,Semi-furnished,26,18,32,4,7,High,Yes,No,"Clubhouse, Garden, Gym, Pool",North,Owner,Under_Construction
Kavuri Hills,Independent House,4,1655,216.59,0.13,2013,Semi-furnished,10,30,12,5,2,High,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",North,Owner,Under_Construction
Raidurg,Villa,4,3269,366.69,0.11,2001,Unfurnished,11,18,24,10,3,Low,Yes,Yes,"Playground, Pool, Clubhouse, Gym",North,Owner,Under_Construction
Raidurg,Villa,1,670,355.22,0.53,2005,Unfurnished,12,14,20,1,9,High,Yes,Yes,"Pool, Clubhouse, Gym",South,Owner,Ready_to_Move
Narsingi,Villa,5,2107,43.88,0.02,2014,Semi-furnished,29,2,11,5,3,High,Yes,No,"Playground, Clubhouse, Garden, Pool, Gym",North,Owner,Ready_to_Move
Financial District,Apartment,2,1067,177.23,0.17,2007,Semi-furnished,27,14,18,1,2,Low,No,Yes,Garden,East,Owner,Under_Construction
Hitech City,Independent House,4,2124,273.54,0.13,2017,Semi-furnished,22,18,8,2,8,Medium,No,No,"Garden, Playground, Pool",West,Builder,Under_Construction
Jubilee Hills,Independent House,3,1054,191.87,0.18,1991,Unfurnished,27,1,34,2,9,High,No,No,"Pool, Clubhouse",North,Builder,Ready_to_Move
Jubilee Hills,Independent House,1,1187,425.88,0.36,2000,Furnished,7,24,25,8,4,Medium,No,No,"Clubhouse, Playground, Gym, Garden, Pool",East,Broker,Ready_to_Move
Kokapet,Villa,3,2533,293.56,0.12,1990,Unfurnished,0,26,35,7,3,High,Yes,Yes,"Pool, Playground, Clubhouse, Garden",West,Builder,Under_Construction
Gachibowli,Villa,1,3734,205.18,0.05,2021,Unfurnished,2,30,4,8,6,High,Yes,No,"Gym, Pool, Playground, Clubhouse, Garden",West,Broker,Ready_to_Move
Madhapur,Villa,3,3969,301.46,0.08,2004,Furnished,13,1,21,1,8,High,No,Yes,"Clubhouse, Pool, Gym, Playground, Garden",South,Owner,Ready_to_Move
Nanakramguda,Independent House,2,4838,121.31,0.03,2010,Semi-furnished,24,11,15,7,6,Low,No,No,"Clubhouse, Pool, Garden, Playground",East,Broker,Under_Construction
Financial District,Independent House,4,4689,225.17,0.05,2023,Unfurnished,11,11,2,6,5,Medium,Yes,No,"Clubhouse, Playground, Pool, Garden, Gym",East,Builder,Ready_to_Move
Khanapur,Villa,3,961,140.67,0.15,2007,Furnished,25,22,18,7,1,High,No,No,"Pool, Gym, Playground, Garden, Clubhouse",East,Owner,Ready_to_Move
Gachibowli,Apartment,5,3076,217.09,0.07,2005,Furnished,19,14,20,8,5,Medium,No,Yes,"Clubhouse, Gym, Garden",West,Builder,Ready_to_Move
Kavuri Hills,Apartment,5,1267,324.3,0.26,1994,Semi-furnished,18,27,31,1,3,Low,Yes,Yes,"Gym, Garden",South,Broker,Ready_to_Move
Madhapur,Independent House,2,4442,384.9,0.09,2016,Semi-furnished,23,14,9,5,4,High,Yes,Yes,"Gym, Clubhouse, Playground, Pool, Garden",West,Owner,Under_Construction
Nanakramguda,Independent House,3,3078,86.72,0.03,2018,Semi-furnished,15,17,7,9,7,Low,Yes,No,"Clubhouse, Garden, Playground",East,Owner,Ready_to_Move
Banjara Hills,Apartment,2,4310,457.82,0.11,2017,Semi-furnished,24,14,8,5,3,Medium,No,No,"Gym, Clubhouse",East,Builder,Ready_to_Move
Gachibowli,Apartment,2,1972,233.46,0.12,2016,Semi-furnished,2,10,9,5,3,High,No,No,"Garden, Clubhouse",East,Builder,Under_Construction
Somajiguda,Villa,1,3576,378.04,0.11,2022,Semi-furnished,14,23,3,3,7,High,No,No,"Playground, Clubhouse, Gym, Pool, Garden",East,Builder,Ready_to_Move
Kokapet,Independent House,3,4213,26.85,0.01,2017,Semi-furnished,21,24,8,9,6,High,Yes,Yes,"Gym, Playground, Garden, Pool",South,Builder,Ready_to_Move
Begumpet,Apartment,4,4533,27.6,0.01,1996,Furnished,7,17,29,4,5,Low,Yes,No,"Playground, Clubhouse, Garden",South,Builder,Ready_to_Move
Madhapur,Apartment,5,3811,267.08,0.07,2009,Unfurnished,10,10,16,5,10,Medium,Yes,Yes,"Gym, Playground, Garden",North,Builder,Ready_to_Move
